Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Old Farm Lakes,40.46986025,-88.92816986870041,Swan Lake,40.47180717959066,-88.92620936256496,Lake
Old Farm Lakes,40.46986025,-88.92816986870041,Pony Fields,40.471857018488635,-88.92625802692328,Baseball Field
Old Farm Lakes,40.46986025,-88.92816986870041,Nafi Brew Crew,40.466658,-88.927603,Brewery
Old Farm Lakes,40.46986025,-88.92816986870041,Naturally Yours Grocery,40.473253,-88.927906,Grocery Store
Old Farm Lakes,40.46986025,-88.92816986870041,The Gym,40.468157107030656,-88.9320911825375,Gym
Old Farm Lakes,40.46986025,-88.92816986870041,Love Kittys,40.469071,-88.92265400000001,Pet Store
Prairie View South,40.4605026,-88.92239872080198,Subway,40.46224351445442,-88.92172939748139,American Restaurant
Rollingbrook Park,40.47015379999999,-88.94161931216577,Ketelsen Bar II,40.46663747726647,-88.94110679626465,Bar
Rollingbrook South,40.461446,-88.94026971189686,Brett & Greg's Pub,40.45932,-88.942459,Pub
Rollingbrook South,40.461446,-88.94026971189686,Bloomington All Mart,40.4574882,-88.94045413333333,Convenience Store
Rollingbrook South,40.461446,-88.94026971189686,Constitution Trail @ Rollingbrook,40.46577487489388,-88.93985928712944,Trail
Rollingbrook South,40.461446,-88.94026971189686,Gaelic park playground,40.46418762207031,-88.93578338623047,Playground
Royal Links,40.51568015,-88.92062027485042,Eagle Crest Park,40.51309463743866,-88.91602112229151,Park
Royal Pointe,40.492679700000004,-88.93116936029979,Factory Card and Party Outlet,40.49671238923759,-88.93036517797242,Paper / Office Supplies Store
Sapphire Lake,40.49729960000001,-88.91014638457916,McGraw Park,40.49792403858782,-88.91585050265363,Park
Sapphire Lake,40.49729960000001,-88.91014638457916,The Hangar,40.498695373535156,-88.90843749046326,Bar
Sapphire Lake,40.49729960000001,-88.91014638457916,Crimberka Corner Brewery,40.49578323419652,-88.91411511101296,Beer Garden
Stonebridge Court,40.463326,-88.93369603858274,Gaelic park playground,40.46418762207031,-88.93578338623047,Playground
Stonebridge Court,40.463326,-88.93369603858274,Gaelic Park,40.46355221655952,-88.93079083889819,Park
Summerfield,40.508054400000006,-88.94023475519201,Sherwin-Williams Paint Store,40.5108,-88.9449,Hardware Store
Summerfield,40.508054400000006,-88.94023475519201,Bly Family Chiropractic,40.509817,-88.941333,Chiropractor
Summerfield,40.508054400000006,-88.94023475519201,Jim Spachman - State Farm Insurance Agent,40.5098251,-88.9413383,Insurance Office
Summerfield,40.508054400000006,-88.94023475519201,Hedgewood Park,40.5053,-88.937294,Park
Tipton Trails,40.50650235000001,-88.92940919138859,Tipton Park,40.50654326362516,-88.93148177252208,Park
Tipton Trails,40.50650235000001,-88.92940919138859,Constitution Trail @ Tipton Park,40.50302924375659,-88.92774680889092,Trail
Tipton Trails,40.50650235000001,-88.92940919138859,Tipton Park Playground,40.506530858235976,-88.93148924593143,Playground
Tipton Trails,40.50650235000001,-88.92940919138859,Tipton Spray Park,40.50889233625917,-88.92650128639556,Water Park
Tipton Trails,40.50650235000001,-88.92940919138859,Northpoint Elementary Playground,40.510282091466046,-88.93160472782733,Playground
Turnberry,40.49974,-89.01217199999999,Jewel-Osco,40.5015709,-89.0124629,Supermarket
Turnberry,40.49974,-89.01217199999999,White Oak Park,40.49546938568198,-89.01231523211169,Park
Turnberry,40.49974,-89.01217199999999,Family Video,40.50090310555696,-89.01143054454153,Video Store
Turnberry,40.49974,-89.01217199999999,Dollar General,40.499294,-89.010506,Discount Store
Turnberry,40.49974,-89.01217199999999,Little Caesars Pizza,40.50071915059294,-89.01146778218366,Pizza Place
Waterford Estates,40.47536145,-88.93112641828044,Naturally Yours Grocery,40.473253,-88.927906,Grocery Store
Waterford Estates,40.47536145,-88.93112641828044,Evergreen Racquet Club,40.478106,-88.934097,Gym / Fitness Center
Waterford Estates,40.47536145,-88.93112641828044,Old Farm Lakes Playground,40.47186834600548,-88.92990676900534,Playground
Waterford Estates,40.47536145,-88.93112641828044,ADT Security Services,40.47760674859797,-88.93568873405457,Business Service
Waterford Estates,40.47536145,-88.93112641828044,Buy Kamagra Chewable,40.47794950945403,-88.93560290336609,Drugstore
White Eagle South,40.46097965,-88.92578328336543,Lake McNiff,40.461061225862,-88.92217386132624,Lake
White Eagle South,40.46097965,-88.92578328336543,Subway,40.46224351445442,-88.92172939748139,American Restaurant
White Oak Park Lake,40.49422005,-89.01501837466635,White Oak Park,40.49546938568198,-89.01231523211169,Park
Wilder Dr,40.469219,-88.92296999999999,Love Kittys,40.469071,-88.92265400000001,Pet Store
Wilder Dr,40.469219,-88.92296999999999,Swan Lake,40.47180717959066,-88.92620936256496,Lake
Wilder Dr,40.469219,-88.92296999999999,Pony Fields,40.471857018488635,-88.92625802692328,Baseball Field
Wilder Dr,40.469219,-88.92296999999999,Nafi Brew Crew,40.466658,-88.927603,Brewery
Windham Hills,40.50060385000001,-88.91252955753254,McGraw Park,40.49792403858782,-88.91585050265363,Park
Windham Hills,40.50060385000001,-88.91252955753254,McGraw Fountain,40.49922309633085,-88.91637206339693,Plaza
Windham Hills,40.50060385000001,-88.91252955753254,Essentials Day Spa & Hair Salon,40.50237128170167,-88.90754994797948,Spa
